Date,jci-price,sensex-price,psei-price,ibov-price,inr-price,php-price,brl-price,idr-price,gold-price,crude-price
2005-04-01,1095.066,6605.04,1966.29,26773.8,43.75,54.715,2.6588,9460.0,426.25,56.51
2005-04-04,1100.203,6604.42,1994.36,26406.8,43.7825,54.72,2.641,9481.0,424.25,56.23
2005-04-05,1096.526,6550.29,1962.7,26038.4,43.7825,54.7,2.6297,9480.0,425.35,55.44
2005-04-06,1103.288,6606.41,1962.38,25695.1,43.7538,54.74,2.6015,9475.0,426.7,55.27
2005-04-07,1111.621,6545.64,1914.22,26307.8,43.7275,54.53,2.5931,9505.0,425.9,54.04
2005-04-08,1111.226,6479.54,1906.69,25884.6,43.7663,54.59,2.585,9495.0,427.1,52.89
2005-04-11,1105.982,6397.52,1896.72,25899.7,43.7163,54.32,2.5865,9486.0,428.0,53.21
2005-04-12,1110.884,6464.61,1927.82,26206.2,43.7325,54.22,2.5668,9490.0,428.2,51.98
2005-04-13,1116.67,6467.92,1916.58,26066.1,43.75,54.08,2.561,9490.0,428.9,50.48
2005-04-15,1096.518,6248.34,1864.06,24655.8,43.83,54.58,2.6148,9533.0,424.9,51.61
2005-04-18,1060.189,6156.78,1818.87,24877.0,43.83,54.6,2.607,9570.0,427.35,50.78
2005-04-19,1062.693,6134.86,1834.06,25566.2,43.765,54.375,2.5695,9565.0,434.0,52.94
2005-04-20,1070.946,6243.74,1854.97,25062.4,43.755,54.375,2.5636,9575.0,434.6,53.78
2005-04-25,1019.875,6377.85,1860.56,25231.5,43.705,54.1,2.5243,9750.0,434.7,54.4
2005-04-26,1031.768,6339.98,1858.14,25304.8,43.67,54.35,2.536,9695.0,437.1,54.14
2005-04-27,1032.218,6278.5,1830.32,25241.7,43.7213,54.38,2.5146,9565.0,432.47,52.29
2005-04-28,1038.357,6284.2,1838.16,24439.7,43.705,54.365,2.5425,9575.0,431.4,52.48
2005-04-29,1029.613,6154.44,1854.63,24843.7,43.535,54.19,2.528,9570.0,434.4,51.09
2005-05-03,1033.503,6216.77,1865.11,24715.6,43.59,54.235,2.4887,9530.0,427.9,50.52
2005-05-04,1049.579,6289.55,1866.17,25474.5,43.5238,54.1,2.4639,9513.0,429.8,50.97
2005-05-06,1068.275,6388.48,1913.77,25589.2,43.435,54.09,2.457,9495.0,426.2,50.77
2005-05-09,1080.207,6481.35,1946.77,25464.8,43.48,54.13,2.4505,9482.0,426.1,51.29
2005-05-10,1071.157,6454.71,1931.54,24762.7,43.435,54.2,2.469,9454.0,426.6,51.43
2005-05-11,1057.077,6445.13,1921.33,24698.7,43.29,54.205,2.453,9460.0,427.4,50.07
2005-05-12,1063.827,6456.82,1911.75,24117.3,43.37,54.22,2.4713,9473.0,422.4,48.34
2005-05-13,1059.273,6451.54,1882.39,23887.4,43.43,54.205,2.4735,9475.0,420.4,48.66
2005-05-16,1048.787,6528.03,1862.59,24378.5,43.4975,54.505,2.4755,9470.0,419.75,48.05
2005-05-17,1045.773,6466.0,1876.47,24412.8,43.4913,54.33,2.4808,9430.0,418.75,49.34
2005-05-18,1040.263,6447.0,1879.39,24898.1,43.475,54.623,2.457,9440.0,421.75,48.15
2005-05-19,1045.465,6478.94,1893.09,24829.0,43.4788,54.6,2.4408,9450.0,420.6,47.88
2005-05-20,1048.112,6499.5,1886.73,24522.4,43.4563,54.6,2.4417,9450.0,417.65,48.03
2005-05-23,1045.15,6539.83,1883.48,24214.9,43.4563,54.715,2.4259,9470.0,417.55,48.37
2005-05-25,1049.056,6597.6,1869.5,24478.4,43.535,54.45,2.4088,9477.0,419.55,50.07
2005-05-27,1061.495,6707.72,1875.41,25255.5,43.5363,54.375,2.385,9486.0,420.45,50.7
2005-05-31,1088.169,6715.11,1929.38,25207.1,43.7,54.5,2.4076,9518.0,417.25,50.73
2005-06-01,1082.941,6729.9,1964.31,25948.8,43.775,54.58,2.457,9575.0,415.4,53.27
2005-06-02,1091.465,6655.56,2010.56,26639.8,43.69,54.59,2.416,9573.0,421.8,52.4
2005-06-03,1092.502,6748.85,2022.49,26365.6,43.615,54.55,2.4255,9588.0,422.45,54.17
2005-06-06,1096.833,6758.19,2051.04,25556.3,43.575,54.54,2.4505,9590.0,425.95,53.67
2005-06-07,1092.814,6781.25,2003.02,25026.1,43.5535,54.5,2.4565,9545.0,424.75,53.13
2005-06-08,1095.51,6858.24,1953.28,24701.5,43.49,54.65,2.462,9595.0,423.15,52.11
2005-06-09,1094.189,6832.53,1898.24,24483.6,43.537,55.0,2.4961,9625.0,423.7,53.82
2005-06-10,1096.932,6781.99,1937.18,24950.9,43.51,55.17,2.4733,9620.0,427.05,52.67
2005-06-14,1105.89,6860.18,1955.79,25744.2,43.6088,55.305,2.4343,9610.0,426.85,53.73
2005-06-15,1119.579,6906.98,1992.44,25481.4,43.655,55.25,2.4233,9598.0,428.9,54.5
2005-06-16,1125.759,6900.41,1999.6,25750.5,43.585,55.34,2.4051,9632.0,435.65,56.22
2005-06-17,1141.818,6906.52,2011.17,26092.9,43.515,55.4,2.383,9598.0,437.65,57.76
2005-06-20,1147.71,6984.55,2004.71,26045.5,43.54,55.66,2.389,9670.0,437.9,58.32
2005-06-21,1133.326,7076.52,1954.09,25721.7,43.5,55.65,2.371,9657.0,438.6,57.5
2005-06-22,1134.695,7145.34,1958.62,25678.3,43.48,55.57,2.3851,9650.0,438.15,56.58
2005-06-23,1137.424,7119.76,1955.22,24815.6,43.5,55.7,2.4047,9645.0,441.3,57.96
2005-06-24,1135.667,7148.62,1947.21,24916.9,43.515,55.65,2.379,9648.0,439.95,58.36
2005-06-27,1119.898,7151.08,1963.5,25225.8,43.49,55.525,2.3751,9660.0,439.8,59.3
2005-06-28,1127.817,7049.0,1955.2,25261.0,43.485,55.72,2.3696,9680.0,435.55,57.18
2005-06-29,1126.857,7119.88,1945.12,25126.4,43.53,55.935,2.3525,9710.0,437.25,56.15
2005-06-30,1122.376,7193.85,1924.23,25051.2,43.485,55.975,2.3325,9760.0,435.5,55.58
2005-07-01,1138.988,7210.77,1895.25,25311.4,43.55,55.875,2.3565,9796.0,427.4,57.54
2005-07-04,1138.882,7277.31,1815.67,25044.5,43.545,56.2,2.3665,9865.0,427.9,57.94
2005-07-05,1131.168,7220.25,1817.02,24674.8,43.55,56.27,2.3773,9882.0,423.6,58.29
2005-07-06,1117.812,7287.6,1813.04,24516.9,43.555,56.17,2.3939,9780.0,423.76,59.85
2005-07-07,1108.403,7145.13,1847.32,24449.5,43.59,56.275,2.3773,9796.0,424.2,59.28
2005-07-08,1110.557,7212.08,1876.28,24422.9,43.59,56.085,2.3749,9805.0,423.1,58.2
2005-07-11,1123.462,7306.74,1852.78,25015.6,43.5625,56.18,2.3405,9753.0,425.9,57.44
2005-07-12,1129.115,7303.95,1868.94,25536.3,43.5363,55.975,2.3395,9765.0,426.95,58.82
2005-07-13,1132.794,7247.91,1854.04,25855.9,43.51,56.21,2.3556,9798.0,424.1,58.27
2005-07-14,1136.569,7187.7,1879.46,25919.9,43.535,55.9,2.336,9800.0,419.6,57.31
2005-07-15,1131.461,7271.54,1897.08,25221.5,43.52,55.93,2.3395,9782.0,421.55,57.61
2005-07-18,1128.44,7347.1,1909.25,25321.1,43.545,55.62,2.3352,9800.0,421.05,56.99
2005-07-19,1132.017,7346.63,1889.55,25270.6,43.545,55.715,2.343,9792.0,420.1,57.36
2005-07-20,1140.656,7342.89,1944.71,25704.8,43.5213,55.78,2.3394,9828.0,423.15,56.65
2005-07-21,1157.514,7304.32,1960.76,25842.4,43.175,55.75,2.357,9783.0,425.6,55.72
2005-07-22,1172.244,7423.25,1954.4,25391.2,43.485,55.885,2.3963,9795.0,425.0,57.58
2005-07-26,1178.003,7552.77,1959.58,24868.5,43.4725,55.97,2.431,9828.0,423.5,58.03
2005-07-27,1178.112,7605.03,1974.54,25337.8,43.3925,56.15,2.4405,9840.0,425.5,58.01
2005-07-29,1182.301,7635.42,2000.25,26042.4,43.48,56.105,2.3787,9805.0,429.8,59.37
2005-08-01,1178.223,7669.45,1982.93,26298.1,43.425,56.175,2.3693,9784.0,432.2,60.44
2005-08-02,1189.327,7756.04,1985.09,26788.5,43.54,56.075,2.339,9755.0,432.3,60.62
2005-08-03,1192.203,7756.47,1988.14,26714.1,43.4438,56.075,2.3115,9755.0,436.8,59.65
2005-08-04,1185.327,7797.08,1978.0,26469.9,43.5225,55.83,2.3038,9725.0,437.6,60.12
2005-08-05,1174.09,7754.0,1975.6,26517.9,43.4838,55.93,2.3124,9755.0,437.3,61.07
2005-08-08,1158.586,7606.17,1974.83,26711.2,43.55,55.95,2.3289,9775.0,435.0,62.7
2005-08-09,1162.799,7595.57,1990.0,27291.4,43.5475,55.9,2.2875,9792.0,434.8,61.98
2005-08-10,1176.838,7729.82,2010.41,27116.9,43.5588,55.87,2.2783,9770.0,437.6,63.99
2005-08-11,1167.972,7816.51,2023.7,26633.1,43.595,55.65,2.3651,9795.0,445.9,65.38
2005-08-12,1153.969,7767.49,2038.1,26950.7,43.5388,55.7,2.3732,9795.0,446.2,66.45
2005-08-16,1113.825,7768.24,1993.58,27080.1,43.5338,55.845,2.347,9911.0,446.15,65.41
2005-08-18,1100.299,7811.33,1979.12,26899.7,43.57,55.91,2.3976,9978.0,439.7,62.4
2005-08-19,1087.953,7780.76,1966.33,26643.8,43.5825,55.985,2.4486,9987.0,436.3,64.36
2005-08-22,1076.353,7750.6,1963.37,27260.7,43.6263,55.9,2.3731,10005.0,438.2,64.5
2005-08-23,1066.092,7615.99,1943.76,26769.3,43.6563,55.95,2.4005,10070.0,439.2,64.65
2005-08-24,1035.445,7612.0,1924.15,26712.4,43.7413,55.975,2.4528,10275.0,437.68,66.01
2005-08-25,1061.847,7660.42,1925.68,27401.6,43.71,56.05,2.4005,10325.0,438.7,66.27
2005-08-26,1048.874,7680.22,1934.56,27094.6,43.6975,55.975,2.4025,10385.0,437.7,64.87
2005-08-30,1039.82,7745.0,1951.63,27603.7,44.0388,56.23,2.383,10550.0,431.6,67.57
2005-08-31,1050.09,7805.43,1936.9,28044.8,44.15,56.275,2.357,10300.0,435.2,67.02
2005-09-01,1039.23,7876.15,1941.41,27962.2,44.025,56.165,2.3561,10280.0,443.25,67.72
2005-09-05,1035.891,7925.24,1929.02,28522.0,43.815,56.15,2.3341,10300.0,445.35,64.85
2005-09-06,1051.594,7946.78,1896.71,28854.9,43.895,56.29,2.324,10355.0,444.0,64.67
2005-09-08,1080.45,8052.56,1905.84,28828.1,43.8225,56.15,2.319,10365.0,447.4,63.08
2005-09-09,1098.456,8060.01,1882.77,29307.9,43.8425,56.075,2.309,10215.0,449.2,62.84
2005-09-12,1105.657,8138.42,1866.91,29086.5,43.8325,56.0,2.3189,10105.0,449.75,61.8
2005-09-13,1085.744,8193.96,1894.67,28873.3,43.9113,55.9,2.333,10075.0,446.5,61.61
2005-09-14,1058.627,8189.48,1914.74,29050.0,43.9025,55.91,2.3205,10000.0,450.3,63.37
2005-09-15,1050.906,8283.76,1903.09,29366.2,43.8913,56.035,2.3005,10075.0,455.75,63.16
2005-09-16,1056.726,8380.96,1909.8,29815.8,43.8763,56.21,2.2988,10150.0,459.75,61.81
2005-09-19,1066.591,8444.84,1928.09,30076.0,43.91,56.355,2.294,10140.0,464.75,65.61
2005-09-20,1055.591,8500.28,1933.51,30059.0,43.875,56.235,2.297,10185.0,463.85,64.2
2005-09-21,1044.056,8487.14,1959.15,30837.3,43.8788,56.31,2.275,10215.0,472.35,64.73
2005-09-22,1016.758,8221.64,1965.27,30678.4,43.93,56.25,2.2748,10230.0,466.05,64.6
2005-09-23,1012.851,8222.59,1959.51,31294.1,43.9088,56.25,2.2645,10223.0,463.25,62.44
2005-09-26,1034.585,8478.91,1954.74,31141.2,43.965,56.25,2.2486,10225.0,466.65,63.93
2005-09-27,1037.634,8525.52,1984.49,30874.9,44.05,56.33,2.2601,10275.0,462.5,62.97
2005-09-28,1027.888,8606.03,1976.1,31317.2,44.0363,56.03,2.2272,10410.0,469.0,63.93
2005-09-29,1048.302,8650.17,1970.19,31208.8,44.0163,56.0,2.214,10290.0,472.15,63.84
2005-09-30,1079.275,8634.48,1942.07,31583.8,44.015,56.03,2.2275,10300.0,469.3,63.48
2005-10-03,1083.414,8697.65,1945.82,31856.1,44.1275,55.96,2.2365,10303.0,465.95,62.8
2005-10-04,1101.166,8799.96,1938.35,31283.8,44.22,55.975,2.2625,10195.0,466.25,61.22
2005-10-05,1104.055,8724.47,1940.94,30163.5,44.2875,55.775,2.2678,10030.0,464.75,60.12
2005-10-06,1096.376,8528.7,1939.35,29227.4,44.2788,55.775,2.2905,10045.0,473.45,58.37
2005-10-07,1094.652,8491.56,1952.28,29973.0,44.395,55.8,2.2499,10048.0,474.85,59.21
2005-10-10,1102.78,8483.86,1949.42,30277.2,44.755,55.715,2.2415,10073.0,475.25,58.78
2005-10-11,1105.629,8540.56,1964.22,30614.2,44.875,55.81,2.2335,10063.0,475.5,60.08
2005-10-13,1090.535,8376.9,1955.01,29880.0,44.9488,55.86,2.2685,10110.0,471.6,60.14
2005-10-14,1096.704,8201.73,1953.14,29770.2,44.8463,55.84,2.245,10113.0,469.7,59.35
2005-10-17,1090.091,8202.62,1947.46,30241.6,44.8775,55.835,2.236,10108.0,474.0,60.57
2005-10-18,1095.873,8122.25,1947.33,29067.9,45.1688,55.72,2.242,10098.0,472.2,59.28
2005-10-19,1075.912,7971.06,1954.29,29297.1,45.1663,55.73,2.2383,10090.0,464.55,58.6
2005-10-20,1075.401,7935.12,1944.62,28344.1,45.225,55.705,2.2595,10078.0,461.2,57.91
2005-10-21,1075.962,8068.95,1922.5,29175.8,45.075,55.45,2.265,10100.0,466.9,58.48
2005-10-24,1073.082,7920.8,1917.47,29835.0,45.1588,55.47,2.261,10065.0,465.25,58.24
2005-10-25,1062.172,7991.74,1927.49,29498.0,45.075,55.2,2.2635,9982.0,472.6,60.24
2005-10-26,1062.175,7974.69,1934.55,29730.0,45.07,55.025,2.2868,9986.0,470.95,58.87
2005-10-27,1063.697,7798.49,1941.46,29132.5,45.0875,55.075,2.2895,10015.0,473.65,59.14
2005-10-28,1058.256,7685.64,1960.22,29318.2,45.0825,54.985,2.265,10040.0,473.5,59.42
2005-11-09,1052.821,8308.78,2097.3,30666.1,45.705,54.73,2.1755,9920.0,467.1,56.88
2005-11-10,1043.697,8308.93,2099.14,30724.6,45.8,54.66,2.1635,9975.0,466.85,55.68
2005-11-11,1028.984,8471.04,2092.68,30510.9,45.685,54.4,2.1615,9987.0,468.7,54.99
2005-11-14,1017.733,8494.29,2072.05,30218.9,45.8,54.61,2.209,9972.0,467.5,54.73
2005-11-16,1025.829,8595.92,2060.75,30482.1,45.765,54.59,2.2015,10010.0,479.3,56.0
2005-11-17,1033.281,8649.52,2056.13,31087.0,45.845,54.37,2.1945,10020.0,486.0,54.85
2005-11-18,1054.985,8686.65,2079.98,31102.4,45.75,54.47,2.226,10078.0,485.8,54.88
2005-11-21,1062.457,8610.74,2126.56,31110.1,45.755,54.8,2.22,10055.0,491.76,55.34
2005-11-22,1066.294,8534.97,2130.93,31489.0,45.77,54.385,2.248,10040.0,494.58,56.41
2005-11-23,1061.08,8638.34,2103.75,31942.6,45.77,54.3,2.239,10048.0,492.5,56.21
2005-11-24,1078.179,8744.04,2119.65,31944.7,45.7038,54.293,2.2405,10055.0,493.5,55.3
2005-11-25,1074.4,8853.21,2106.1,31919.7,45.825,54.15,2.234,10060.0,496.08,55.01
2005-11-29,1082.278,8931.16,2107.36,31651.6,45.9,53.92,2.1873,10040.0,499.8,54.32
2005-11-30,1096.641,8788.81,2099.74,31916.8,45.9288,54.06,2.2035,10025.0,493.08,55.05
2005-12-01,1096.371,8944.78,2086.18,32617.2,45.96,54.22,2.2248,10025.0,503.9,56.15
2005-12-02,1119.417,8961.61,2114.89,32832.4,46.17,54.03,2.2088,9995.0,503.38,57.05
2005-12-05,1120.578,8823.31,2116.3,32701.2,46.31,53.9,2.1952,9960.0,509.4,57.73
2005-12-06,1123.435,8815.53,2099.15,33223.4,46.185,53.87,2.1755,9920.0,511.4,57.61
2005-12-07,1151.365,8895.81,2103.42,32756.8,46.21,53.825,2.1945,9835.0,515.2,56.98
2005-12-08,1158.319,8906.31,2113.6,32480.0,46.24,53.555,2.2223,9788.0,521.13,58.67
2005-12-09,1160.068,9067.28,2100.25,32921.8,46.215,53.335,2.252,9685.0,526.4,57.31
2005-12-12,1175.007,9133.67,2101.4,32970.6,46.11,53.525,2.261,9765.0,528.0,59.44
2005-12-13,1182.028,9263.9,2099.04,33419.6,46.095,53.62,2.2615,9771.0,518.7,59.52
2005-12-14,1173.718,9241.76,2097.25,33629.5,45.7325,53.5,2.2695,9795.0,506.5,59.6
2005-12-15,1155.964,9170.4,2071.67,33193.3,45.44,53.12,2.3085,9835.0,502.98,59.85
2005-12-16,1143.426,9284.46,2047.56,33291.8,45.32,53.41,2.337,9880.0,503.25,57.13
2005-12-19,1162.328,9394.27,2024.7,33005.3,45.04,53.23,2.38,9860.0,503.8,56.11
2005-12-20,1163.034,9346.24,2062.78,33066.5,45.24,53.355,2.3475,9855.0,492.25,56.17
2005-12-21,1160.559,9339.17,2075.05,33517.1,45.225,53.435,2.308,9825.0,495.33,56.72
2005-12-22,1164.017,9372.3,2078.58,33512.9,45.2025,53.285,2.341,9840.0,504.33,56.55
2005-12-23,1158.338,9256.91,2111.46,33331.3,45.1675,53.43,2.315,9860.0,502.8,56.69
2005-12-27,1161.707,9283.16,2088.6,33370.7,45.2725,53.22,2.337,9855.0,507.9,56.29
2005-12-28,1164.143,9257.51,2067.32,33138.5,45.135,52.995,2.341,9830.0,516.6,57.64
2005-12-29,1162.635,9323.25,2096.04,33455.9,45.1625,53.015,2.3258,9835.0,516.9,58.07
2006-01-03,1184.69,9539.37,2109.79,34540.6,45.0488,52.585,2.3315,9700.0,534.15,61.35
2006-01-04,1211.699,9648.08,2138.05,35002.4,44.76,52.375,2.286,9636.0,534.4,61.68
2006-01-05,1211.0,9617.74,2150.93,34936.1,44.725,52.37,2.2897,9590.0,524.8,61.13
2006-01-06,1222.249,9640.29,2133.79,35475.0,44.585,52.44,2.283,9550.0,539.95,62.72
2006-01-09,1245.054,9583.45,2151.15,35337.3,44.305,52.425,2.2535,9460.0,548.95,62.01
2006-01-12,1256.253,9380.88,2158.65,35779.3,44.15,52.3,2.2756,9345.0,546.4,62.62
2006-01-13,1250.428,9374.19,2148.27,35897.1,44.24,52.215,2.2725,9355.0,557.35,62.26
2006-01-16,1235.256,9311.19,2137.76,36533.7,44.2575,52.3,2.2715,9475.0,562.2,62.93
2006-01-17,1212.87,9314.13,2154.3,36119.4,44.3638,52.26,2.3035,9468.0,554.8,64.9
2006-01-18,1193.196,9237.53,2125.45,35805.2,44.4675,52.705,2.3165,9491.0,542.95,64.19
2006-01-19,1230.059,9449.84,2109.08,36858.2,44.3475,52.55,2.2888,9401.0,557.8,65.23
2006-01-20,1222.888,9520.96,2108.25,36694.6,44.25,52.55,2.2775,9435.0,554.5,66.43
2006-01-23,1200.127,9464.9,2099.51,36631.8,44.1825,52.85,2.257,9448.0,559.4,66.16
2006-01-24,1207.22,9549.92,2103.37,37399.7,44.265,52.58,2.241,9488.0,558.6,65.34
2006-01-27,1229.709,9870.79,2121.89,37822.2,44.145,52.43,2.21,9389.0,559.5,66.24
2006-01-30,1232.321,9849.03,2131.91,38242.0,44.1213,52.3,2.2125,9387.0,568.35,66.59
2006-02-01,1240.695,9859.26,2143.52,38484.8,44.21,52.03,2.225,9330.0,569.35,65.03
2006-02-02,1243.393,9843.87,2159.37,37304.2,44.2625,52.07,2.2265,9346.0,572.2,62.88
2006-02-03,1244.126,9742.58,2138.71,37261.7,44.1975,51.91,2.21,9300.0,568.9,63.39
2006-02-06,1245.649,9980.42,2133.13,37321.2,44.245,51.58,2.1755,9218.0,569.9,63.33
2006-02-07,1259.362,10082.28,2097.38,36561.7,44.21,51.65,2.1905,9190.0,548.45,61.56
2006-02-08,1238.17,10044.82,2060.92,36499.4,44.26,51.675,2.1863,9272.0,551.45,61.06
2006-02-10,1253.105,10110.97,2085.29,36975.3,44.2,51.485,2.1615,9233.0,551.0,59.64
2006-02-13,1252.404,10173.25,2087.64,36113.9,44.2625,51.555,2.1545,9236.0,540.35,59.38
2006-02-14,1230.378,10086.63,2069.89,36626.9,44.225,51.4,2.138,9230.0,547.55,59.52
2006-02-15,1236.943,10113.18,2074.09,37239.3,44.22,51.52,2.136,9229.0,539.95,58.15
2006-02-16,1237.874,10124.3,2076.42,38256.4,44.3488,51.3,2.116,9219.0,548.15,58.79
2006-02-17,1243.475,9981.11,2102.16,38421.8,44.4675,51.795,2.1175,9230.0,552.1,59.89
2006-02-20,1247.414,10079.3,2084.1,38539.2,44.3675,51.97,2.1175,9231.0,555.85,61.54
2006-02-21,1236.089,10168.11,2076.81,38166.0,44.41,51.825,2.166,9263.0,554.35,61.6
2006-02-22,1231.25,10224.32,2067.88,38246.4,44.6475,51.86,2.141,9355.0,555.2,60.44
2006-02-23,1224.164,10244.05,2091.32,38405.5,44.445,51.75,2.1335,9265.0,548.85,60.54
2006-02-24,1216.14,10200.76,2069.93,38610.4,44.44,52.17,2.14,9293.0,559.05,62.6
2006-03-01,1239.27,10565.47,2135.27,39177.9,44.37,51.36,2.1155,9183.0,562.95,62.45
2006-03-02,1249.678,10626.78,2137.61,39125.8,44.3763,51.2,2.104,9185.0,569.85,64.07
2006-03-03,1261.265,10595.43,2130.37,39239.8,44.3388,51.17,2.11,9185.0,565.4,64.18
2006-03-06,1262.69,10735.36,2148.32,38354.0,44.3225,51.03,2.1475,9187.0,555.35,62.34
2006-03-07,1246.251,10725.67,2121.91,37422.6,44.3563,51.18,2.142,9250.0,552.7,61.17
2006-03-08,1233.596,10508.85,2099.26,37289.1,44.4838,51.2,2.18,9317.0,543.55,60.03
2006-03-09,1239.577,10573.54,2109.77,36312.3,44.485,51.31,2.1618,9310.0,546.05,61.06
2006-03-10,1247.422,10765.16,2103.37,36890.7,44.495,51.265,2.1373,9240.0,541.05,60.83
2006-03-13,1243.661,10803.71,2121.76,36793.0,44.5138,51.21,2.134,9239.0,545.9,62.2
2006-03-14,1245.379,10801.72,2120.99,37541.5,44.485,51.34,2.124,9168.0,551.05,63.97
2006-03-16,1273.797,10878.74,2141.77,38156.6,44.43,51.11,2.1135,9140.0,555.4,62.91
2006-03-17,1305.178,10860.04,2150.17,38049.2,44.4525,51.015,2.124,9135.0,554.1,63.26
2006-03-20,1330.113,10941.11,2163.31,38203.5,44.4,51.025,2.147,9140.0,554.9,61.34
2006-03-21,1327.142,10905.2,2185.71,37398.0,44.435,51.05,2.171,9115.0,552.1,62.13
2006-03-22,1302.328,10841.35,2184.7,37850.6,44.5038,51.12,2.1539,9093.0,550.8,61.5
2006-03-23,1305.623,10840.59,2192.78,37473.9,44.545,51.19,2.1615,9088.0,549.8,63.27
2006-03-24,1311.374,10950.3,2208.13,37577.1,44.655,51.2,2.158,9122.0,560.13,63.51
2006-03-27,1311.95,11079.02,2195.95,37641.1,44.6688,51.08,2.174,9050.0,567.3,63.61
2006-03-28,1325.219,11086.03,2186.79,36682.2,44.65,51.15,2.241,9045.0,563.6,64.97
2006-03-29,1322.974,11183.48,2181.58,37491.6,44.7038,51.2,2.2142,9140.0,573.6,65.55
2006-04-03,1329.313,11564.36,2189.77,38717.1,44.6013,51.0,2.1407,9023.0,587.85,66.84
2006-04-04,1326.448,11638.01,2194.2,38802.3,44.7138,50.97,2.1404,8983.0,586.7,66.39
2006-04-05,1344.6,11746.9,2197.9,39053.2,44.715,50.97,2.1378,9000.0,588.5,67.1
2006-04-07,1363.298,11589.44,2216.73,38926.5,44.6875,51.075,2.149,8983.0,588.85,67.29
2006-04-12,1372.394,11355.73,2223.97,38427.4,45.19,51.34,2.1364,8995.0,598.38,69.42
2006-04-17,1386.785,11539.68,2229.36,38462.5,45.135,51.29,2.1374,8985.0,613.48,71.3
2006-04-18,1417.375,11821.57,2225.72,39572.5,45.185,51.4,2.1155,8983.0,621.08,71.85
2006-04-19,1453.227,11895.98,2223.73,39937.7,45.1025,51.325,2.1147,8883.0,640.2,72.95
2006-04-20,1464.528,12039.55,2242.76,39774.6,45.1163,51.495,2.12,8885.0,612.5,72.87
2006-04-24,1442.865,11915.24,2250.48,39751.3,44.92,51.62,2.114,8822.0,620.7,73.86
2006-04-25,1458.784,11646.78,2232.55,39738.1,44.995,51.83,2.1305,8818.0,630.3,72.46
2006-04-26,1481.719,11938.53,2247.14,40410.1,45.06,51.85,2.119,8795.0,638.63,72.44
2006-04-27,1474.609,11835.02,2281.39,39751.4,45.025,51.735,2.1015,8780.0,633.63,71.02
2006-04-28,1464.406,11851.93,2270.53,40363.4,44.88,51.775,2.087,8785.0,654.43,72.5
2006-05-02,1475.893,12218.78,2305.64,41016.6,44.83,51.65,2.0618,8775.0,668.8,74.87
2006-05-03,1499.071,12310.72,2340.82,40919.8,44.82,51.35,2.0761,8775.0,667.0,73.32
2006-05-04,1484.332,12347.63,2370.29,40975.8,44.9,51.35,2.0703,8775.0,679.7,70.39
2006-05-05,1483.061,12359.7,2470.24,41417.3,44.86,51.5,2.0555,8780.0,683.8,70.88
2006-05-08,1507.926,12462.47,2589.17,41515.5,44.83,51.25,2.074,8730.0,678.7,69.33
2006-05-09,1532.624,12513.86,2512.23,41979.3,44.84,51.35,2.059,8738.0,700.9,71.22
2006-05-10,1539.401,12612.38,2529.49,41751.5,44.94,51.39,2.0743,8722.0,707.9,70.82
2006-05-11,1553.062,12435.41,2550.79,40847.1,45.085,51.645,2.0981,8703.0,714.3,72.51
2006-05-12,1525.78,12285.11,2518.2,40212.0,44.9,51.7,2.1445,8765.0,714.8,72.18
2006-05-15,1429.542,11822.2,2438.73,39271.4,45.4475,52.24,2.1665,9118.0,677.4,70.21
2006-05-16,1427.814,11873.73,2460.19,39416.4,45.515,52.35,2.136,9195.0,690.4,70.24
2006-05-17,1462.158,12217.81,2463.57,38290.7,45.175,52.05,2.2095,8998.0,687.1,69.04
2006-05-18,1400.847,11391.43,2378.74,37807.1,45.455,52.57,2.1805,9176.0,682.3,69.67
2006-05-19,1392.99,10938.61,2356.02,37732.9,45.565,52.625,2.209,9198.0,657.6,68.68
2006-05-22,1309.045,10481.77,2357.98,36496.9,45.56,52.625,2.298,9325.0,656.05,69.35
2006-05-23,1326.26,10822.78,2264.36,36110.0,45.53,52.755,2.3525,9245.0,666.5,71.0
2006-05-24,1323.147,10573.15,2252.58,35792.0,45.75,52.875,2.3275,9375.0,640.7,69.22
2006-05-30,1366.17,10786.63,2300.08,36412.5,46.295,52.425,2.3125,9180.0,652.9,71.05
2006-05-31,1329.996,10398.61,2296.11,36530.0,46.37,52.86,2.307,9255.0,645.2,70.41
2006-06-01,1321.56,10071.42,2310.15,37748.3,46.3525,52.83,2.2451,9340.0,629.6,69.39
2006-06-02,1347.686,10451.33,2304.17,37942.2,45.9025,52.84,2.2766,9258.0,638.2,71.03
2006-06-05,1349.038,10213.48,2304.41,36739.9,45.77,52.7,2.2645,9285.0,637.15,71.37
2006-06-06,1316.945,9957.32,2289.8,36557.8,45.93,52.825,2.242,9345.0,630.65,70.81
2006-06-07,1287.178,9756.76,2218.42,35264.0,45.965,52.91,2.2545,9380.0,626.45,69.19
2006-06-08,1241.326,9295.81,2157.68,35437.8,45.9825,52.9,2.2585,9425.0,613.25,69.05
2006-06-09,1274.753,9810.46,2159.5,35074.6,45.96,53.145,2.2592,9395.0,607.45,70.48
2006-06-13,1236.568,9062.65,2120.29,32847.6,46.0375,53.31,2.3096,9495.0,562.05,66.92
2006-06-14,1234.198,8929.44,2067.0,32941.5,45.9825,53.225,2.281,9475.0,559.75,66.98
